Id,Name,Canonical,Region,Country,Country Code
"1000490","Bacchus Marsh","Bacchus Marsh,Victoria,Australia","Victoria","Australia",au"
"1000491","Bairnsdale","Bairnsdale,Victoria,Australia","Victoria","Australia",au"
"1000492","Ballarat","Ballarat,Victoria,Australia","Victoria","Australia",au"
"1000498","Bendigo","Bendigo,Victoria,Australia","Victoria","Australia",au"
"1000521","Cranbourne","Cranbourne,Victoria,Australia","Victoria","Australia",au"
"1000530","Echuca","Echuca,Victoria,Australia","Victoria","Australia",au"
"1000537","Geelong","Geelong,Victoria,Australia","Victoria","Australia",au"
"1000549","Horsham","Horsham,Victoria,Australia","Victoria","Australia",au"
"1000550","Palmerston City","Palmerston City,Northern Territory,Australia","Northern Territory","Australia",au"
"1000567","Melbourne","Melbourne,Victoria,Australia","Victoria","Australia",au"
"1000568","Melton","Melton,Victoria,Australia","Victoria","Australia",au"
"1000571","Mildura","Mildura,Victoria,Australia","Victoria","Australia",au"
"1000572","Moe - Newborough","Moe - Newborough,Victoria,Australia","Victoria","Australia",au"
"1000576","Morwell","Morwell,Victoria,Australia","Victoria","Australia",au"
"1000588","Colac","Colac,Victoria,Australia","Victoria","Australia",au"
"1000590","Pakenham","Pakenham,Victoria,Australia","Victoria","Australia",au"
"1000593","Portland","Portland,Victoria,Australia","Victoria","Australia",au"
"1000594","Central Coast","Central Coast,New South Wales,Australia","New South Wales","Australia",au"
"1000599","Casino","Casino,New South Wales,Australia","New South Wales","Australia",au"
"1000602","Sale","Sale,Victoria,Australia","Victoria","Australia",au"
"1000605","Shepparton - Mooroopna","Shepparton - Mooroopna,Victoria,Australia","Victoria","Australia",au"
"1000609","Sunbury","Sunbury,Victoria,Australia","Victoria","Australia",au"
"1000614","Traralgon","Traralgon,Victoria,Australia","Victoria","Australia",au"
"1000616","Wangaratta","Wangaratta,Victoria,Australia","Victoria","Australia",au"
"1000620","Warrnambool","Warrnambool,Victoria,Australia","Victoria","Australia",au"
"1000630","Albany","Albany,Western Australia,Australia","Western Australia","Australia",au"
"1000635","Broome","Broome,Western Australia,Australia","Western Australia","Australia",au"
"1000636","Bunbury","Bunbury,Western Australia,Australia","Western Australia","Australia",au"
"1000637","Busselton","Busselton,Western Australia,Australia","Western Australia","Australia",au"
"1000650","Geraldton","Geraldton,Western Australia,Australia","Western Australia","Australia",au"
"1000652","Hervey Bay","Hervey Bay,Queensland,Australia","Queensland","Australia",au"
"1000653","Kalgoorlie - Boulder","Kalgoorlie - Boulder,Western Australia,Australia","Western Australia","Australia",au"
"1000654","Karratha","Karratha,Western Australia,Australia","Western Australia","Australia",au"
"1000658","Kwinana Town Centre","Kwinana Town Centre,Western Australia,Australia","Western Australia","Australia",au"
"1000662","Mandurah","Mandurah,Western Australia,Australia","Western Australia","Australia",au"
"1000665","Gold Coast","Gold Coast,Queensland,Australia","Queensland","Australia",au"
"1000676","Perth","Perth,Western Australia,Australia","Western Australia","Australia",au"
"1000678","Port Hedland","Port Hedland,Western Australia,Australia","Western Australia","Australia",au"
